"No.","Time","Source","Destination","Protocol","Length","Info"
"1200","15.313915","52.218.228.48","10.12.14.191","TCP","427","[TCP Previous segment not captured] 443  >  53610 [PSH, ACK] Seq=2961 Ack=518 Win=30464 Len=373 [TCP segment of a reassembled PDU]"
"1201","15.313915","52.218.228.48","10.12.14.191","TCP","1486","[TCP Out-Of-Order] 443  >  53610 [ACK] Seq=1529 Ack=518 Win=30464 Len=1432"
"1202","15.313945","10.12.14.191","52.218.228.48","TCP","66","53610  >  443 [ACK] Seq=518 Ack=1529 Win=131328 Len=0 SLE=2961 SRE=3334"
"1203","15.314004","10.12.14.191","52.218.228.48","TCP","54","53610  >  443 [ACK] Seq=518 Ack=3334 Win=131328 Len=0"
"1204","15.317760","52.218.228.48","10.12.14.191","TLSv1.2","392","Server Key Exchange"
"1205","15.317760","52.218.228.48","10.12.14.191","TLSv1.2","63","Server Hello Done"
"1206","15.317814","10.12.14.191","52.218.228.48","TCP","54","53610  >  443 [ACK] Seq=518 Ack=3681 Win=130816 Len=0"
"1207","15.318408","10.12.14.191","52.218.228.48","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1208","15.407160","52.218.228.48","10.12.14.191","TCP","54","443  >  53609 [ACK] Seq=3681 Ack=644 Win=30464 Len=0"
"1209","15.408351","52.218.228.48","10.12.14.191","TLSv1.2","60","Change Cipher Spec"
"1210","15.408352","52.218.228.48","10.12.14.191","TLSv1.2","99","Encrypted Handshake Message"
"1211","15.408431","10.12.14.191","52.218.228.48","TCP","54","53609  >  443 [ACK] Seq=644 Ack=3732 Win=130816 Len=0"
"1212","15.409430","10.12.14.191","52.218.228.48","TLSv1.2","747","Application Data"
"1213","15.417124","52.218.228.48","10.12.14.191","TCP","54","443  >  53608 [ACK] Seq=3681 Ack=644 Win=30464 Len=0"
"1214","15.417553","52.218.228.48","10.12.14.191","TLSv1.2","60","Change Cipher Spec"
"1215","15.417554","52.218.228.48","10.12.14.191","TLSv1.2","99","Encrypted Handshake Message"
"1216","15.417622","10.12.14.191","52.218.228.48","TCP","54","53608  >  443 [ACK] Seq=644 Ack=3732 Win=130560 Len=0"
"1217","15.418923","10.12.14.191","52.218.228.48","TLSv1.2","747","Application Data"
"1218","15.624051","52.218.228.48","10.12.14.191","TCP","54","443  >  53610 [ACK] Seq=3681 Ack=644 Win=30464 Len=0"
"1219","15.624425","52.218.228.48","10.12.14.191","TLSv1.2","60","Change Cipher Spec"
"1220","15.624426","52.218.228.48","10.12.14.191","TLSv1.2","99","Encrypted Handshake Message"
"1221","15.624458","10.12.14.191","52.218.228.48","TCP","54","53610  >  443 [ACK] Seq=644 Ack=3732 Win=130816 Len=0"
"1222","15.708153","52.218.228.48","10.12.14.191","TLSv1.2","584","Application Data"
"1223","15.712352","10.12.14.191","52.218.228.48","TCP","1514","53609  >  443 [ACK] Seq=1337 Ack=4262 Win=130304 Len=1460 [TCP segment of a reassembled PDU]"
"1224","15.712352","10.12.14.191","52.218.228.48","TLSv1.2","213","Application Data"
"1225","15.722955","52.218.228.48","10.12.14.191","TLSv1.2","584","Application Data"
"1226","15.726628","10.12.14.191","52.218.228.48","TCP","1514","53608  >  443 [ACK] Seq=1337 Ack=4262 Win=130048 Len=1460 [TCP segment of a reassembled PDU]"
"1227","15.726629","10.12.14.191","52.218.228.48","TLSv1.2","213","Application Data"
"1228","15.944702","10.12.14.191","10.1.0.31","TCP","66","[TCP Retransmission] 53605  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1229","16.011809","52.218.228.48","10.12.14.191","TCP","54","443  >  53609 [ACK] Seq=4262 Ack=2797 Win=34560 Len=0"
"1230","16.028229","52.218.228.48","10.12.14.191","TCP","54","443  >  53608 [ACK] Seq=4262 Ack=2797 Win=34560 Len=0"
"1231","16.047329","52.218.228.48","10.12.14.191","TLSv1.2","537","Application Data"
"1232","16.047596","52.218.228.48","10.12.14.191","TLSv1.2","379","Application Data"
"1233","16.047631","10.12.14.191","52.218.228.48","TCP","54","53608  >  443 [ACK] Seq=2956 Ack=5070 Win=131328 Len=0"
"1234","16.086265","52.218.228.48","10.12.14.191","TLSv1.2","88","Application Data"
"1235","16.086266","52.218.228.48","10.12.14.191","TLSv1.2","537","Application Data"
"1236","16.086266","52.218.228.48","10.12.14.191","TLSv1.2","759","Application Data"
"1237","16.086269","52.218.228.48","10.12.14.191","TLSv1.2","88","Application Data"
"1238","16.086378","10.12.14.191","52.218.228.48","TCP","54","53609  >  443 [ACK] Seq=2956 Ack=5484 Win=131328 Len=0"
"1239","16.142336","10.12.14.191","52.218.228.48","TCP","54","53608  >  443 [ACK] Seq=2956 Ack=5104 Win=131328 Len=0"
"1240","17.646385","10.12.14.191","10.12.255.255","NBNS","92","Name query NB DESKTOP-KEQCOJS<1c>"
"1241","18.399733","10.12.14.191","10.12.255.255","NBNS","92","Name query NB DESKTOP-KEQCOJS<1c>"
"1242","19.156207","10.12.14.191","10.12.255.255","NBNS","92","Name query NB DESKTOP-KEQCOJS<1c>"
"1243","19.275003","10.12.14.191","35.186.224.47","TLSv1.2","89","Application Data"
"1244","19.305403","35.186.224.47","10.12.14.191","TCP","54","443  >  52986 [ACK] Seq=1 Ack=36 Win=248 Len=0"
"1245","19.417712","35.186.224.47","10.12.14.191","TLSv1.2","85","Application Data"
"1246","19.458310","10.12.14.191","35.186.224.47","TCP","54","52986  >  443 [ACK] Seq=36 Ack=32 Win=512 Len=0"
"1247","19.945357","10.12.14.191","10.1.0.31","TCP","66","[TCP Retransmission] 53605  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1248","22.058299","52.218.228.48","10.12.14.191","TLSv1.2","85","Encrypted Alert"
"1249","22.064792","52.218.228.48","10.12.14.191","TLSv1.2","85","Encrypted Alert"
"1250","22.098525","10.12.14.191","52.218.228.48","TCP","54","53608  >  443 [ACK] Seq=2956 Ack=5135 Win=131328 Len=0"
"1251","22.105011","10.12.14.191","52.218.228.48","TCP","54","53609  >  443 [ACK] Seq=2956 Ack=5515 Win=131328 Len=0"
"1252","24.058224","52.218.228.48","10.12.14.191","TCP","54","443  >  53608 [FIN, ACK] Seq=5135 Ack=2956 Win=37632 Len=0"
"1253","24.058328","10.12.14.191","52.218.228.48","TCP","54","53608  >  443 [ACK] Seq=2956 Ack=5136 Win=131328 Len=0"
"1254","24.063998","52.218.228.48","10.12.14.191","TCP","54","443  >  53609 [FIN, ACK] Seq=5515 Ack=2956 Win=37632 Len=0"
"1255","24.064105","10.12.14.191","52.218.228.48","TCP","54","53609  >  443 [ACK] Seq=2956 Ack=5516 Win=131328 Len=0"
"1256","25.811950","10.12.14.191","10.6.0.122","NBNS","92","Name query NB DESKTOP-KEQCOJS<1c>"
