"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=1 Ack=1 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"2","0.000001","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=1461 Ack=1 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"3","0.000003","184.25.3.185","10.12.14.191","TLSv1.2","1265","Application Data"
"4","0.000124","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1 Ack=4132 Win=513 Len=0"
"5","0.027278","10.12.14.191","184.25.3.185","TLSv1.2","232","Application Data"
"6","0.060303","184.25.3.185","10.12.14.191","TLSv1.2","1190","Application Data"
"7","0.061247","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"8","0.061394","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"9","0.061466","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"10","0.077204","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"11","0.077369","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"12","0.080440","10.12.14.191","184.25.3.185","TLSv1.2","242","Application Data"
"13","0.120875","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=5268 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"14","0.120875","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=6728 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.120877","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=8188 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"16","0.120967","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=9648 Win=513 Len=0"
"17","0.122269","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=9648 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"18","0.122310","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=11108 Win=513 Len=0"
"19","0.123555","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=11108 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"20","0.127867","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=12568 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.127933","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=14028 Win=513 Len=0"
"22","0.129179","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=14028 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"23","0.131087","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=15488 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.131151","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=16948 Win=513 Len=0"
"25","0.133308","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=16948 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"26","0.136165","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=18408 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.136214","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=19868 Win=513 Len=0"
"28","0.138054","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=19868 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"29","0.140579","184.25.3.185","10.12.14.191","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"30","0.140662","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=22788 Win=513 Len=0"
"31","0.142484","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=22788 Ack=367 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"32","0.145269","184.25.3.185","10.12.14.191","TLSv1.2","393","Application Data"
"33","0.145331","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=367 Ack=24587 Win=513 Len=0"
"34","0.161580","10.12.14.191","184.25.3.185","TLSv1.2","246","Application Data"
"35","0.168932","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"36","0.169040","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"37","0.195330","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=24587 Ack=559 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"38","0.195332","184.25.3.185","10.12.14.191","TLSv1.2","285","Application Data"
"39","0.195406","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=559 Ack=26278 Win=513 Len=0"
"40","0.212023","10.12.14.191","184.25.3.185","TLSv1.2","235","Application Data"
"41","0.245564","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=26278 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"42","0.245565","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=27738 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"43","0.245646","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=29198 Win=513 Len=0"
"44","0.246300","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=29198 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"45","0.247087","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=30658 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"46","0.247134","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=32118 Win=513 Len=0"
"47","0.248910","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=32118 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"48","0.250803","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=33578 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"49","0.250870","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=35038 Win=513 Len=0"
"50","0.253477","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=35038 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"51","0.256117","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=36498 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"52","0.256181","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=37958 Win=513 Len=0"
"53","0.258426","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=37958 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"54","0.260281","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=39418 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"55","0.260337","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=40878 Win=513 Len=0"
"56","0.265231","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=40878 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"57","0.266378","184.25.3.185","10.12.14.191","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"58","0.266434","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=43798 Win=513 Len=0"
"59","0.267745","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=43798 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"60","0.269891","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=45258 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"61","0.269951","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=46718 Win=513 Len=0"
"62","0.272022","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=46718 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"63","0.274696","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=48178 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"64","0.274753","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=49638 Win=513 Len=0"
"65","0.275586","10.12.14.191","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"66","0.275695","fe80::f053:5c87:768b:d8e8","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"67","0.279391","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=49638 Ack=740 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"68","0.285064","184.25.3.185","10.12.14.191","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"69","0.285150","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=740 Ack=52558 Win=513 Len=0"
"70","0.286463","184.25.3.185","10.12.14.191","TLSv1.2","802","Application Data"
"71","0.312017","10.12.14.191","184.25.3.185","TLSv1.2","226","Application Data"
"72","0.346676","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=53306 Ack=912 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"73","0.347068","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=54766 Ack=912 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"74","0.347122","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=912 Ack=56226 Win=513 Len=0"
"75","0.347370","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=56226 Ack=912 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"76","0.347594","184.25.3.185","10.12.14.191","TLSv1.2","1428","Application Data"
"77","0.347633","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=912 Ack=59060 Win=513 Len=0"
"78","0.384283","10.12.14.191","184.25.3.185","TLSv1.2","229","Application Data"
"79","0.421552","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=59060 Ack=1087 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"80","0.422881","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=60520 Ack=1087 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"81","0.422941","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1087 Ack=61980 Win=513 Len=0"
"82","0.423035","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=61980 Ack=1087 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"83","0.424033","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=63440 Ack=1087 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"84","0.424077","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1087 Ack=64900 Win=513 Len=0"
"85","0.424322","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=64900 Ack=1087 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"86","0.424591","184.25.3.185","10.12.14.191","TLSv1.2","131","Application Data"
"87","0.424637","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1087 Ack=66437 Win=513 Len=0"
"88","0.426642","10.12.14.191","184.25.3.185","TLSv1.2","234","Application Data"
"89","0.459547","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=66437 Ack=1267 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"90","0.459845","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=67897 Ack=1267 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"91","0.459869","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1267 Ack=69357 Win=513 Len=0"
"92","0.463370","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=69357 Ack=1267 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"93","0.464792","184.25.3.185","10.12.14.191","TCP","1514","443  >  53582 [ACK] Seq=70817 Ack=1267 Win=512 Len=1460 [TCP segment of a reassembled PDU]"
"94","0.464822","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1267 Ack=72277 Win=513 Len=0"
"95","0.465086","184.25.3.185","10.12.14.191","TLSv1.2","1489","Application Data"
"96","0.469074","10.12.14.191","184.25.3.185","TLSv1.2","229","Application Data"
"97","0.531003","184.25.3.185","10.12.14.191","TLSv1.2","577","Application Data"
"98","0.544921","10.12.14.191","184.51.95.244","TCP","66","53583  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"99","0.548227","184.51.95.244","10.12.14.191","TCP","66","443  >  53583 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"100","0.548306","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"101","0.548582","10.12.14.191","184.51.95.244","TLSv1.2","252","Client Hello"
"102","0.559874","184.51.95.244","10.12.14.191","TCP","54","443  >  53583 [ACK] Seq=1 Ack=199 Win=131072 Len=0"
"103","0.583027","10.12.14.191","184.25.3.185","TCP","54","53582  >  443 [ACK] Seq=1442 Ack=74235 Win=513 Len=0"
"104","0.611792","184.51.95.244","10.12.14.191","TCP","54","[TCP Dup ACK 102#1] 443  >  53583 [ACK] Seq=1 Ack=199 Win=131072 Len=0"
"105","0.611792","184.51.95.244","10.12.14.191","TLSv1.2","1514","Server Hello"
"106","0.611793","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=1461 Ack=199 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"107","0.611795","184.51.95.244","10.12.14.191","TCP","1230","443  >  53583 [PSH, ACK] Seq=2921 Ack=199 Win=131072 Len=1176 [TCP segment of a reassembled PDU]"
"108","0.611795","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=4097 Ack=199 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"109","0.611961","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [ACK] Seq=199 Ack=5557 Win=131328 Len=0"
"110","0.647304","184.51.95.244","10.12.14.191","TLSv1.2","1260","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"111","0.648967","10.12.14.191","184.51.95.244","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"112","0.681877","184.51.95.244","10.12.14.191","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"113","0.682860","10.12.14.191","184.51.95.244","TLSv1.2","222","Application Data"
"114","0.718116","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=7021 Ack=493 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"115","0.718116","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=8481 Ack=493 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"116","0.718118","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=9941 Ack=493 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"117","0.718176","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [ACK] Seq=493 Ack=11401 Win=131328 Len=0"
"118","0.719714","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=11401 Ack=493 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"119","0.719730","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [ACK] Seq=493 Ack=12861 Win=131328 Len=0"
"120","0.721209","184.51.95.244","10.12.14.191","TCP","1514","443  >  53583 [ACK] Seq=12861 Ack=493 Win=131072 Len=1460 [TCP segment of a reassembled PDU]"
"121","0.723408","184.51.95.244","10.12.14.191","TLSv1.2","1225","Application Data"
"122","0.723449","10.12.14.191","184.51.95.244","TCP","54","53583  >  443 [ACK] Seq=493 Ack=15492 Win=131328 Len=0"
"123","0.735179","10.12.14.191","161.69.25.95","TCP","66","53584  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"124","0.801885","10.12.14.191","224.0.0.251","MDNS","95","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"125","0.802201","10.12.14.191","20.43.94.199","NTP","90","NTP Version 3, client"
"126","0.802227","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","115","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"127","0.837848","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"128","0.837860","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"129","0.837930","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"130","0.838101","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"131","0.838331","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"132","0.838598","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"133","0.838819","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"134","0.839030","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x6737 A wpad"
"135","0.839069","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"136","0.839274","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x6737 A wpad"
"137","0.839278","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"138","0.839404","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x14f6 A wpad"
"139","0.839630","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x14f6 A wpad"
"140","0.839794","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"141","0.839812","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xe137 A wpad"
"142","0.839984","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xe137 A wpad"
"143","0.839990","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"144","0.840247","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"145","0.840473","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"146","0.840729","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"147","0.840942","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"148","0.849470","10.12.14.191","224.0.0.251","MDNS","95","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"149","0.850099","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","115","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"150","0.869268","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"151","0.869513","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"152","0.869679","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"153","0.870173","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xd3ae A wpad"
"154","0.870366","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xd3ae A wpad"
"155","0.870704","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"156","0.870860","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"157","0.884956","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"158","0.884973","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"159","0.885019","10.12.14.191","10.12.255.255","NBNS","92","Name query NB WPAD<00>"
"160","0.885162","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"161","0.885342","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"162","0.885573","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"163","0.885737","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"164","0.885793","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x2ca9 A wpad"
"165","0.885970","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x2ca9 A wpad"
"166","0.885994","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"167","0.886197","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"168","0.886245","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xb63f A wpad"
"169","0.886429","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xb63f A wpad"
"170","0.886448","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"171","0.886640","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"172","0.886677","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x7ee4 A wpad"
"173","0.886828","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x7ee4 A wpad"
"174","0.886961","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"175","0.887202","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"176","0.887505","10.12.14.191","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"177","0.887678","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"178","0.959383","10.12.14.191","224.0.0.251","MDNS","95","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"179","0.959650","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","115","Standard query 0x0000 ANY DESKTOP-KEQCOJS._display._tcp.local, ""QU"" question"
"180","0.975091","10.12.14.191","224.0.0.251","MDNS","194","Standard query response 0x0000 SRV 0 0 7250 DESKTOP-KEQCOJS.local TXT"
"181","0.975341","fe80::f053:5c87:768b:d8e8","ff02::fb","MDNS","214","Standard query response 0x0000 SRV 0 0 7250 DESKTOP-KEQCOJS.local TXT"
"182","1.003593","161.69.25.95","10.12.14.191","TCP","66","443  >  53584 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"183","1.003659","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"184","1.003866","10.12.14.191","161.69.25.95","TLSv1.2","255","Client Hello"
"185","1.245207","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xe137 A wpad"
"186","1.245215","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x6737 A wpad"
"187","1.245330","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x14f6 A wpad"
"188","1.245478","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x6737 A wpad"
"189","1.245594","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x14f6 A wpad"
"190","1.245792","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xe137 A wpad"
"191","1.274057","161.69.25.95","10.12.14.191","TLSv1.2","1514","Server Hello"
"192","1.274058","161.69.25.95","10.12.14.191","TCP","1514","443  >  53584 [ACK] Seq=1461 Ack=202 Win=8192 Len=1460 [TCP segment of a reassembled PDU]"
"193","1.274064","161.69.25.95","10.12.14.191","TCP","1514","443  >  53584 [ACK] Seq=2921 Ack=202 Win=8192 Len=1460 [TCP segment of a reassembled PDU]"
"194","1.274249","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=202 Ack=4381 Win=131328 Len=0"
"195","1.274978","161.69.25.95","10.12.14.191","TCP","1514","443  >  53584 [ACK] Seq=4381 Ack=202 Win=8192 Len=1460 [TCP segment of a reassembled PDU]"
"196","1.275097","10.12.14.191","161.69.25.95","TCP","54","53584  >  443 [ACK] Seq=202 Ack=5841 Win=131328 Len=0"
"197","1.276086","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xd3ae A wpad"
"198","1.276531","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xd3ae A wpad"
"199","1.276627","161.69.25.95","10.12.14.191","TLSv1.2","166","Certificate, Server Hello Done"
"200","1.278216","10.12.14.191","161.69.25.95","TLSv1.2","372","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"201","1.291438","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x7ee4 A wpad"
"202","1.291446","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0xb63f A wpad"
"203","1.291457","fe80::f053:5c87:768b:d8e8","ff02::1:3","LLMNR","84","Standard query 0x2ca9 A wpad"
"204","1.291680","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x2ca9 A wpad"
"205","1.292019","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0x7ee4 A wpad"
"206","1.292049","10.12.14.191","224.0.0.252","LLMNR","64","Standard query 0xb63f A wpad"
"207","1.319468","10.12.14.191","184.27.52.250","TCP","54","53534  >  80 [FIN, ACK] Seq=1 Ack=1 Win=513 Len=0"
"208","1.326337","10.12.14.191","10.12.255.255","UDP","86","57621  >  57621 Len=44"
"209","1.353741","184.27.52.250","10.12.14.191","TCP","54","80  >  53534 [FIN, ACK] Seq=1 Ack=2 Win=119 Len=0"
"210","1.353800","10.12.14.191","184.27.52.250","TCP","54","53534  >  80 [ACK] Seq=2 Ack=2 Win=513 Len=0"
"211","1.382307","10.12.14.191","10.12.2.130","TCP","66","53580  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"212","1.383345","10.12.14.191","10.12.2.130","TCP","66","53579  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"213","1.547054","161.69.25.95","10.12.14.191","TCP","54","443  >  53584 [ACK] Seq=5953 Ack=520 Win=7936 Len=0"
